report_version,1.0
repo_relative_path,entity_type,original_value,masked_value,start_offset,end_offset
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500040,SCRAMBLE_PHONE_000048,2803,2816
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500041,SCRAMBLE_PHONE_000049,2818,2831
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500042,SCRAMBLE_PHONE_000050,2833,2846
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500043,SCRAMBLE_PHONE_000051,2848,2861
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500044,SCRAMBLE_PHONE_000052,2863,2876
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500045,SCRAMBLE_PHONE_000053,2878,2891
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500046,SCRAMBLE_PHONE_000054,2893,2906
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500047,SCRAMBLE_PHONE_000055,2908,2921
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500048,SCRAMBLE_PHONE_000056,2923,2936
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,PHONE,91-9876500049,SCRAMBLE_PHONE_000057,2938,2951
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,SECRET_KEY,password:,SCRAMBLE_SECRET_KEY_000003,71,80
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000021,103,131
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000028,141,251
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000082,274,298
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,PHONE,91-9876500034,SCRAMBLE_PHONE_000058,311,324
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000034,343,381
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000008,390,435
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,IP_ADDRESS,192.168.50.10,SCRAMBLE_IP_ADDRESS_000011,444,457
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000037,467,472
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000038,486,495
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,ICICILABS,SCRAMBLE_COMPANY_BRAND_000039,497,506
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,FXTP,SCRAMBLE_COMPANY_BRAND_000040,508,512
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,WECARE,SCRAMBLE_COMPANY_BRAND_000041,514,520
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,COMPANY_BRAND,SCRAMBLE,SCRAMBLE_COMPANY_BRAND_000042,522,530
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,EMAIL,customer036@icicibank.com,SCRAMBLE_EMAIL_000083,568,593
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,IFSC,ICIC0001234,SCRAMBLE_IFSC_000056,634,645
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000084,656,680
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/hidden-config.yml,EMAIL,customer037@customer.in,SCRAMBLE_EMAIL_000085,702,725
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000043,13,18
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000044,42,51
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,ICICILABS,SCRAMBLE_COMPANY_BRAND_000045,59,68
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,FXTP,SCRAMBLE_COMPANY_BRAND_000046,76,80
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,WECARE,SCRAMBLE_COMPANY_BRAND_000047,88,94
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,SCRAMBLE,SCRAMBLE_COMPANY_BRAND_000048,102,110
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer041@icicibank.com,SCRAMBLE_EMAIL_000086,156,181
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500040,SCRAMBLE_PHONE_000059,201,214
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,HDFC0100011,SCRAMBLE_IFSC_000057,259,270
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer042@customer.in,SCRAMBLE_EMAIL_000087,301,324
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500041,SCRAMBLE_PHONE_000060,344,357
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,SBIN0100012,SCRAMBLE_IFSC_000058,402,413
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer043@loans.icici.internal,SCRAMBLE_EMAIL_000088,444,476
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500042,SCRAMBLE_PHONE_000061,496,509
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PAN,CDEFG1002H,SCRAMBLE_PAN_000015,526,536
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,AXIS0100013,SCRAMBLE_IFSC_000059,554,565
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer044@gmail.com,SCRAMBLE_EMAIL_000089,596,617
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500043,SCRAMBLE_PHONE_000062,637,650
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PAN,DEFGH1003I,SCRAMBLE_PAN_000016,667,677
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,KKBK0100014,SCRAMBLE_IFSC_000060,695,706
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer045@icici.com,SCRAMBLE_EMAIL_000090,737,758
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500044,SCRAMBLE_PHONE_000063,778,791
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PAN,EFGHI1004J,SCRAMBLE_PAN_000017,808,818
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,ICIC0100015,SCRAMBLE_IFSC_000061,836,847
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer046@icicibank.com,SCRAMBLE_EMAIL_000091,878,903
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500045,SCRAMBLE_PHONE_000064,923,936
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,ICIC0001234,SCRAMBLE_IFSC_000062,981,992
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer047@customer.in,SCRAMBLE_EMAIL_000092,1023,1046
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500046,SCRAMBLE_PHONE_000065,1066,1079
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PAN,GHIJK1006L,SCRAMBLE_PAN_000018,1096,1106
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,SBIN0100002,SCRAMBLE_IFSC_000063,1124,1135
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer048@loans.icici.internal,SCRAMBLE_EMAIL_000093,1166,1198
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500047,SCRAMBLE_PHONE_000066,1218,1231
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,AXIS0100003,SCRAMBLE_IFSC_000064,1276,1287
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer049@gmail.com,SCRAMBLE_EMAIL_000094,1318,1339
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500048,SCRAMBLE_PHONE_000067,1359,1372
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PAN,IJKLM1008N,SCRAMBLE_PAN_000019,1389,1399
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,KKBK0100004,SCRAMBLE_IFSC_000065,1417,1428
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer050@icici.com,SCRAMBLE_EMAIL_000095,1459,1480
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PHONE,91-9876500049,SCRAMBLE_PHONE_000068,1500,1513
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,ICIC0100005,SCRAMBLE_IFSC_000066,1558,1569
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000096,1614,1638
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IFSC,ICIC0001234,SCRAMBLE_IFSC_000067,1679,1690
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000035,1705,1743
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000022,1762,1790
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000029,1805,1915
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,PASSWORD,admin123,SCRAMBLE_PASSWORD_000014,1954,1962
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000023,2011,2039
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000036,2074,2112
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,IP_ADDRESS,10.20.30.40,SCRAMBLE_IP_ADDRESS_000012,2135,2146
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000009,2162,2207
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000049,2285,2290
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer038@loans.icici.internal,SCRAMBLE_EMAIL_000097,2317,2349
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer039@gmail.com,SCRAMBLE_EMAIL_000098,2351,2372
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/test-data.json,EMAIL,customer040@icici.com,SCRAMBLE_EMAIL_000099,2392,2413
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000050,21,26
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,IP_ADDRESS,192.168.10.100,SCRAMBLE_IP_ADDRESS_000013,53,67
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000010,74,119
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,EMAIL,customer025@icici.com,SCRAMBLE_EMAIL_000100,128,149
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,IFSC,ICIC0001234,SCRAMBLE_IFSC_000068,157,168
ICICI-BANK-LOAN-PLATFORM/scripts/backup.sh,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000051,185,190
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000052,14,19
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000053,54,63
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,COMPANY_BRAND,SCRAMBLE,SCRAMBLE_COMPANY_BRAND_000054,84,92
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,URL,https://internal.icici.com/loan-api/v1/deploy,SCRAMBLE_URL_000037,142,187
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000011,197,242
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000101,257,281
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000024,292,320
ICICI-BANK-LOAN-PLATFORM/scripts/deploy.sh,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000030,327,437
ICICI-BANK-LOAN-PLATFORM/scripts/restore.sh,COMPANY_BRAND,ICICILABS,SCRAMBLE_COMPANY_BRAND_000055,36,45
ICICI-BANK-LOAN-PLATFORM/scripts/restore.sh,URL,http://10.20.30.50/restore,SCRAMBLE_URL_000038,71,97
ICICI-BANK-LOAN-PLATFORM/scripts/restore.sh,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k7Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE7TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000031,103,215
ICICI-BANK-LOAN-PLATFORM/scripts/restore.sh,PASSWORD,restore-admin-999,SCRAMBLE_PASSWORD_000015,226,243
ICICI-BANK-LOAN-PLATFORM/scripts/restore.sh,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000056,256,261
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,123456789012,SCRAMBLE_PHONE_000069,110,122
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000069,126,137
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000102,141,165
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,CREDIT_CARD,4111111111111111,SCRAMBLE_CREDIT_CARD_000003,169,185
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,CREDIT_CARD,5500000000000004,SCRAMBLE_CREDIT_CARD_000004,189,205
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,987654321098,SCRAMBLE_PHONE_000070,211,223
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,SBIN0100002,SCRAMBLE_IFSC_000070,227,238
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,EMAIL,customer026@icicibank.com,SCRAMBLE_EMAIL_000103,242,267
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,4222222222222222,SCRAMBLE_PHONE_000071,271,287
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,5500000000000005,SCRAMBLE_PHONE_000072,291,307
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,AADHAAR,111122223333,SCRAMBLE_AADHAAR_000002,313,325
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,AXIS0100003,SCRAMBLE_IFSC_000071,329,340
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,EMAIL,customer027@customer.in,SCRAMBLE_EMAIL_000104,344,367
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,4333333333333333,SCRAMBLE_PHONE_000073,371,387
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,PHONE,5500000000000006,SCRAMBLE_PHONE_000074,391,407
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000057,449,454
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000072,492,503
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000073,525,536
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000074,558,569
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000075,591,602
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000076,624,635
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000077,657,668
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000078,690,701
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000079,723,734
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000080,756,767
ICICI-BANK-LOAN-PLATFORM/sql/account_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000081,789,800
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000058,19,24
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000039,53,91
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000105,248,272
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500000,SCRAMBLE_PHONE_000075,277,290
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,101111111111,SCRAMBLE_PHONE_000076,308,320
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000082,371,382
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000059,396,401
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000000,SCRAMBLE_PHONE_000077,405,417
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer002@customer.in,SCRAMBLE_EMAIL_000106,591,614
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500001,SCRAMBLE_PHONE_000078,619,632
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,102222222222,SCRAMBLE_PHONE_000079,650,662
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100002,SCRAMBLE_IFSC_000083,713,724
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000060,738,743
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000001,SCRAMBLE_AADHAAR_000003,747,759
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer003@loans.icici.internal,SCRAMBLE_EMAIL_000107,933,965
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500002,SCRAMBLE_PHONE_000080,970,983
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,CDEFG1002H,SCRAMBLE_PAN_000020,987,997
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,103333333333,SCRAMBLE_PHONE_000081,1001,1013
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100003,SCRAMBLE_IFSC_000084,1064,1075
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000061,1089,1094
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000002,SCRAMBLE_AADHAAR_000004,1098,1110
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer004@gmail.com,SCRAMBLE_EMAIL_000108,1284,1305
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500003,SCRAMBLE_PHONE_000082,1310,1323
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,DEFGH1003I,SCRAMBLE_PAN_000021,1327,1337
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,104444444444,SCRAMBLE_AADHAAR_000005,1341,1353
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100004,SCRAMBLE_IFSC_000085,1404,1415
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000062,1429,1434
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000003,SCRAMBLE_AADHAAR_000006,1438,1450
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer005@icici.com,SCRAMBLE_EMAIL_000109,1624,1645
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500004,SCRAMBLE_PHONE_000083,1650,1663
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,EFGHI1004J,SCRAMBLE_PAN_000022,1667,1677
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,105555555555,SCRAMBLE_PHONE_000084,1681,1693
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100005,SCRAMBLE_IFSC_000086,1744,1755
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000063,1769,1774
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000004,SCRAMBLE_AADHAAR_000007,1778,1790
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer006@icicibank.com,SCRAMBLE_EMAIL_000110,1964,1989
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500005,SCRAMBLE_PHONE_000085,1994,2007
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,106666666666,SCRAMBLE_PHONE_000086,2025,2037
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,HDFC0100006,SCRAMBLE_IFSC_000087,2088,2099
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000064,2113,2118
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000005,SCRAMBLE_PHONE_000087,2122,2134
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer007@customer.in,SCRAMBLE_EMAIL_000111,2308,2331
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500006,SCRAMBLE_PHONE_000088,2336,2349
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,GHIJK1006L,SCRAMBLE_PAN_000023,2353,2363
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,107777777777,SCRAMBLE_AADHAAR_000008,2367,2379
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100007,SCRAMBLE_IFSC_000088,2430,2441
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000065,2455,2460
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000006,SCRAMBLE_PHONE_000089,2464,2476
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer008@loans.icici.internal,SCRAMBLE_EMAIL_000112,2650,2682
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500007,SCRAMBLE_PHONE_000090,2687,2700
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,108888888888,SCRAMBLE_PHONE_000091,2718,2730
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100008,SCRAMBLE_IFSC_000089,2781,2792
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000066,2806,2811
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000007,SCRAMBLE_PHONE_000092,2815,2827
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer009@gmail.com,SCRAMBLE_EMAIL_000113,3001,3022
